"uniprotkb_canonical_ac","uniprotkb_isoform_ac","transcript_id","peptide_id","chromosome_id","start_pos","end_pos","strand"
"Q969W1-1","B1AMU5-1","ENST00000414567","ENSP00000400719","10","97451676","97453612","0"
"Q969W1-1","B1AMU0-1","ENST00000370846","ENSP00000359883","10","97451676","97456888","0"
"Q969W1-1","Q969W1-2","ENST00000370842","ENSP00000359879","10","97451676","97456888","0"
"Q969W1-1","Q969W1-3","ENST00000353979","ENSP00000323360","10","97451676","97456888","0"
"Q969W1-1","Q969W1-4","ENST00000345745","ENSP00000304487","10","97451676","97456888","0"
"P51659-1","E7ET17-1","ENST00000513628","ENSP00000425993","5","119477479","119541991","0"
"P51659-1","P51659-1","ENST00000510025","ENSP00000424940","5","119452576","119541991","0"
"P51659-1","P51659-2","ENST00000414835","ENSP00000411960","5","119452754","119541991","0"
"P51659-1","P51659-3","ENST00000515320","ENSP00000424613","5","119452576","119541991","0"
"P51659-1","E7ER27-1","ENST00000442060","ENSP00000390208","5","119452576","119509494","0"
"P51659-1","A0A2R8Y674-1","ENST00000647342","ENSP00000494992","5","119452754","119473911","0"
"P51659-1","A0A2R8Y7L2-1","ENST00000645099","ENSP00000496091","5","119478841","119541991","0"
"P51659-1","A0A2R8Y7W2-1","ENST00000645702","ENSP00000496432","5","119477479","119487372","0"
"P51659-1","A0A2R8YCN2-1","ENST00000647335","ENSP00000495180","5","119452754","119456368","0"
"P51659-1","A0A2R8YD50-1","ENST00000646058","ENSP00000493579","5","119452576","119584426","0"
"P51659-1","A0A2R8YDT8-1","ENST00000646590","ENSP00000494892","5","119452576","119478906","0"
"P51659-1","A0A2R8YEG2-1","ENST00000683936","ENSP00000507721","5","119452576","119471700","0"
"P51659-1","A0A2R8YF39-1","ENST00000643897","ENSP00000494785","5","119536438","119579924","0"
"P51659-1","A0A2R8YF45-1","ENST00000644146","ENSP00000494808","5","119452576","119477879","0"
"Q6UW02-1","E9PHG5-1","ENST00000429815","ENSP00000407860","2","203239063","203296905","0"
"Q6UXY1-1","A0A7P0Z4P0-1","ENST00000679603","ENSP00000506595","22","38110525","38098163","1"
"Q9P0M6-1","A0A7I2V5A9-1","ENST00000678195","ENSP00000504456","10","70093735","70095752","0"
"P55055-1","M0R2F9-1","ENST00000599105","ENSP00000472526","19","50377606","50382599","0"
"Q9Y6Q9-1","Q9Y6Q9-1","ENST00000371998","ENSP00000361066","20","47622248","47653414","0"
"Q9Y6Q9-1","Q9Y6Q9-3","ENST00000371997","ENSP00000361065","20","47622248","47653414","0"
"Q9Y6Q9-1","Q9Y6Q9-5","ENST00000372004","ENSP00000361073","20","47622248","47653414","0"
"Q9H2R5-1","M0R2F7-1","ENST00000598673","ENSP00000472523","19","50827157","50827029","1"
"E9PJI5-1","E9PJI5-1","ENST00000530217","ENSP00000431814","16","16379245","16393920","0"
"E9PJI5-1","H0Y2X3-1","ENST00000344087","ENSP00000343256","16","16390834","16392622","0"
"Q96CT7-1","M0R2F5-1","ENST00000596123","ENSP00000472520","19","17936421","17943319","0"
"Q9Y6Q5-1","K7EK69-1","ENST00000589348","ENSP00000465488","19","10577231","10573067","1"
"Q9Y6Q5-1","K7ERH5-1","ENST00000592285","ENSP00000468260","19","10577272","10574385","1"
"Q9Y6Q5-1","Q9Y6Q5-1","ENST00000250244","ENSP00000250244","19","10587231","10573069","1"
"Q9Y6Q5-1","Q9Y6Q5-2","ENST00000590923","ENSP00000465685","19","10587231","10573069","1"
"Q9Y6Q5-1","K7EPI9-1","ENST00000589571","ENSP00000467406","19","10587231","10584973","1"
"Q9Y6Q5-1","K7EL08-1","ENST00000587069","ENSP00000465865","19","10577314","10572831","1"
"Q9Y6Q5-1","K7EJJ1-1","ENST00000591240","ENSP00000465193","19","10587219","10577273","1"
"Q9Y6Q5-1","K7EMG5-1","ENST00000591676","ENSP00000466494","19","10587231","10581282","1"
"Q9Y6Q5-1","K7EPR4-1","ENST00000589684","ENSP00000467498","19","10584034","10579737","1"
"Q9Y6Q2-1","H7C1E2-1","ENST00000444932","ENSP00000399868","2","48582296","48591755","0"
"Q9Y6Q2-1","Q9Y6Q2-1","ENST00000406226","ENSP00000384615","2","48580634","48595299","0"
"Q9Y6Q3-1","Q9Y6Q3-1","ENST00000374227","ENSP00000363344","9","113056688","113042728","1"
"Q9Y6Q3-1","Q9Y6Q3-2","ENST00000553380","ENSP00000452552","9","113056688","113042728","1"
"Q9Y6Q3-1","Q9Y6Q3-3","ENST00000555206","ENSP00000451310","9","113056688","113042728","1"
"O15554-1","M0R2F1-1","ENST00000599720","ENSP00000472513","19","43780861","43772092","1"
"Q6NX49-1","M0R2F0-1","ENST00000594384","ENSP00000472614","19","58244024","58260866","0"
"P31271-1","P31271-1","ENST00000649031","ENSP00000497112","7","27200077","27198201","1"
"O00622-1","A0A6Q8PGQ1-1","ENST00000675083","ENSP00000502303","1","85581463","85582224","0"
"Q92804-1","A0A075B7D6-1","ENST00000631553","ENSP00000487917","17","35820421","35822718","0"
"Q13554-1","E7EQE4-1","ENST00000415369","ENSP00000390419","7","44323923","44243471","1"
"Q9NVC6-1","A0A1W2PRX4-1","ENST00000640451","ENSP00000492530","11","93784514","93809875","0"
"Q8TDY4-1","V9GY49-1","ENST00000608765","ENSP00000476400","1","23484133","23451481","1"
"P16452-1","F5H563-1","ENST00000540029","ENSP00000444699","15","43220825","43197305","1"
"P16452-1","H3BUR1-1","ENST00000565459","ENSP00000457757","15","43207239","43206230","1"
"P16452-1","P16452-1","ENST00000441366","ENSP00000396616","15","43220825","43197305","1"
"P16452-1","H3BPV8-1","ENST00000569204","ENSP00000455489","15","43215188","43208291","1"
"P16452-1","P16452-2","ENST00000648595","ENSP00000497777","15","43220825","43197305","1"
"Q96DB5-1","E5RJV0-1","ENST00000523370","ENSP00000428166","8","86507109","86494890","1"
"Q9BSK1-1","A0A1W2PRX5-1","ENST00000638827","ENSP00000492704","19","51880382","51844915","1"
"Q96BY9-1","E5RJV6-1","ENST00000520303","ENSP00000428963","8","30082949","30070052","1"
"Q96BR1-1","E5RJV7-1","ENST00000521960","ENSP00000430475","8","66804396","66831311","0"
"Q9ULV5-1","E5RJV4-1","ENST00000521624","ENSP00000428161","16","67164812","67168931","0"
"Q9BXN1-1","A0A494C1J0-1","ENST00000650794","ENSP00000499088","9","92474897","92459763","1"
"Q02928-1","V9GY41-1","ENST00000465874","ENSP00000476368","1","46941433","46933969","1"
"Q6IPR3-1","V9GY40-1","ENST00000483990","ENSP00000476365","1","74748757","74752393","0"
"Q8IXT5-1","E5RJV8-1","ENST00000519109","ENSP00000430474","8","93736410","93733408","1"
"P49961-1","A0A0U1RR44-1","ENST00000483213","ENSP00000489333","10","95842406","95845375","0"
"P49961-1","A0A0U1RQZ5-1","ENST00000635076","ENSP00000489250","10","95756240","95844484","0"
"P49961-1","P49961-2","ENST00000453258","ENSP00000390955","10","95711957","95866380","0"
"P49961-1","P49961-5","ENST00000543964","ENSP00000442968","10","95842406","95866380","0"
"P49961-1","P49961-6","ENST00000371207","ENSP00000360250","10","95755715","95866380","0"
"P49961-1","A0A1W2PQK8-1","ENST00000639992","ENSP00000492183","10","95756240","95845375","0"
"P49961-1","P49961-1","ENST00000371205","ENSP00000360248","10","95756240","95866380","0"
"O95319-1","V9GY47-1","ENST00000609870","ENSP00000476392","10","11165505","11249184","0"
"Q96IV6-1","E5RJQ9-1","ENST00000520581","ENSP00000431084","5","154838178","154823583","1"
"Q96IV6-1","Q96IV6-1","ENST00000326080","ENSP00000320604","5","154838178","154820319","1"
"Q96IV6-1","E5RK16-1","ENST00000521518","ENSP00000428992","5","154838178","154823583","1"
"Q96IV6-1","Q96IV6-2","ENST00000517938","ENSP00000430286","5","154834913","154820319","1"
"Q96IV6-1","E5RJN8-1","ENST00000522825","ENSP00000429004","5","154834913","154830865","1"
"Q96IV6-1","E5RH66-1","ENST00000518651","ENSP00000429876","5","154834913","154824513","1"
"Q96IV6-1","E5RFJ7-1","ENST00000524363","ENSP00000428834","5","154834913","154823471","1"
"Q96IV6-1","E5RIK6-1","ENST00000520968","ENSP00000429406","5","154838178","154824496","1"
"Q96IV6-1","E5RH84-1","ENST00000519501","ENSP00000429837","5","154834913","154823452","1"
"Q96IV6-1","E5RK01-1","ENST00000520461","ENSP00000431015","5","154838178","154834890","1"
"Q5JS54-1","F2Z3E0-1","ENST00000380306","ENSP00000369661","6","3232089","3267709","0"
"P56537-1","F8WDS6-1","ENST00000415116","ENSP00000415044","20","35284487","35280049","1"
"A2RTY3-1","A0A075B7D1-1","ENST00000603218","ENSP00000474337","17","35868742","35864273","1"
"Q01432-1","E9PKC5-1","ENST00000529834","ENSP00000435382","11","10461520","10504594","0"
"Q01432-1","Q01432-1","ENST00000396553","ENSP00000379801","11","10461520","10505881","0"
"Q01432-1","Q01432-4","ENST00000396554","ENSP00000379802","11","10451022","10505881","0"
"Q01432-1","Q01432-5","ENST00000528723","ENSP00000436987","11","10456387","10505881","0"
"Q01432-1","Q01432-6","ENST00000444303","ENSP00000396000","11","10482114","10505881","0"
"Q01432-1","E9PIR5-1","ENST00000534047","ENSP00000433937","11","10451022","10484925","0"
"Q01432-1","E9PLK6-1","ENST00000524866","ENSP00000433284","11","10461520","10485031","0"
"Q01432-1","H0YDC3-1","ENST00000533116","ENSP00000433351","11","10493367","10493696","0"
"Q01432-1","E9PPG2-1","ENST00000532250","ENSP00000432707","11","10461520","10478637","0"
"Q01432-1","H0YDY8-1","ENST00000529744","ENSP00000434608","11","10500185","10502866","0"
"Q8WYN3-1","E7EN18-1","ENST00000421875","ENSP00000412081","2","165595066","165679306","0"
"Q8WYN3-1","Q8WYN3-1","ENST00000651982","ENSP00000498841","2","165595066","165679750","0"
"Q8WYN3-1","J3KQ49-1","ENST00000409420","ENSP00000387195","2","165574359","165679750","0"
"Q8WYN3-1","B8ZZD9-1","ENST00000409664","ENSP00000386278","2","165595066","165676317","0"
"Q8IX03-1","H3BLZ3-1","ENST00000393895","ENSP00000377473","5","168371421","168469016","0"
"Q9H9R9-1","H3BLZ2-1","ENST00000392973","ENSP00000376699","16","90009479","90006338","1"
"Q53RY4-1","A0A669KBF3-1","ENST00000494572","ENSP00000501241","2","27443254","27444053","0"
"Q96JB1-1","H3BLZ4-1","ENST00000394393","ENSP00000377916","6","38863969","38870490","0"
"P43354-1","C9J8W4-1","ENST00000429376","ENSP00000410952","2","156329997","156325778","1"
"Q5SQN1-1","A0A7P0Z4P6-1","ENST00000681242","ENSP00000506515","1","227747737","227767539","0"
"Q8N4V2-1","H0YHK4-1","ENST00000546618","ENSP00000447275","12","109020868","108960937","1"
"Q8N4V2-1","Q8N4V2-1","ENST00000610966","ENSP00000479104","12","109020868","108912538","1"
"Q8N4V2-1","H0YHQ5-1","ENST00000550436","ENSP00000447583","12","109020868","108961004","1"
"Q13627-1","E7EMI5-1","ENST00000426672","ENSP00000412269","21","37420375","37486493","0"
"P50542-1","H0YGT8-1","ENST00000541850","ENSP00000444787","12","7210130","7210222","0"
"Q15040-1","H0YGT9-1","ENST00000545590","ENSP00000444798","22","38699970","38687903","1"
"Q86WI3-1","H0YGT6-1","ENST00000538453","ENSP00000444773","16","57034172","57070540","0"
"Q96KN8-1","H0YGT7-1","ENST00000536887","ENSP00000444776","11","63490939","63466370","1"
"Q86XR8-1","H0YGT4-1","ENST00000537093","ENSP00000444749","11","95817820","95828025","0"
"Q9UHH9-1","C9J8W6-1","ENST00000443964","ENSP00000410950","3","48715435","48694902","1"
"Q9H6V9-1","B5MCE2-1","ENST00000402479","ENSP00000385951","2","20801463","20774858","1"
"P11474-1","H0YGT3-1","ENST00000545035","ENSP00000444710","11","64314284","64315946","0"
"P31995-1","H0YGT0-1","ENST00000543859","ENSP00000444663","1","161581438","161599800","0"
"Q00889-1","B5MCE1-1","ENST00000402603","ENSP00000385736","19","42917792","42902415","1"
"P55957-1","P55957-1","ENST00000551952","ENSP00000449236","22","17750116","17735583","1"
"P55957-1","P55957-2","ENST00000317361","ENSP00000318822","22","17773689","17735583","1"
"P55957-1","P55957-3","ENST00000342111","ENSP00000344594","22","17750116","17739396","1"
"P55957-1","P55957-4","ENST00000399765","ENSP00000382667","22","17739423","17735583","1"
"Q9GZT9-1","A0A590UJZ0-1","ENST00000667629","ENSP00000499629","1","231421192","231367613","1"
"Q86YP4-1","C9JVY3-1","ENST00000444839","ENSP00000407293","19","19465346","19492315","0"
"Q08AI8-1","C9JEK0-1","ENST00000414499","ENSP00000390935","2","240895997","240895602","1"
"O14773-1","A0A2R8YD72-1","ENST00000643342","ENSP00000494324","11","6616479","6615505","1"
"Q92574-1","A0A2R8YD74-1","ENST00000645129","ENSP00000493639","9","132928872","132910637","1"
"Q96L92-1","A0A2R8YD75-1","ENST00000642349","ENSP00000494331","1","151612337","151638902","0"
"Q969V6-1","Q29R68-1","ENST00000618417","ENSP00000484628","22","40411647","40411393","1"
"P17706-1","A0A2R8YD79-1","ENST00000645816","ENSP00000494336","18","12884141","12821423","1"
"Q9HBU6-1","A0A5K1VW28-1","ENST00000266517","ENSP00000266517","12","22625431","22684951","0"
"A0A075B7D8-1","A0A075B7D8-1","ENST00000558565","ENSP00000474509","15","19988117","19987658","1"
"P08172-1","P08172-1","ENST00000453373","ENSP00000415386","7","137014866","137016263","0"
"P08173-1","P08173-1","ENST00000682254","ENSP00000507561","11","46386557","46385121","1"
"Q05682-1","C9JEK3-1","ENST00000445569","ENSP00000390926","7","134867734","134933123","0"
"P11166-1","A6NL68-1","ENST00000372500","ENSP00000361578","1","42958651","42930698","1"
"P42574-1","A8MVM1-1","ENST00000517513","ENSP00000428372","4","184638453","184629439","1"
"P08174-1","H3BLV0-1","ENST00000343420","ENSP00000340631","1","207321791","207336788","0"
"P08174-1","P08174-1","ENST00000367064","ENSP00000356031","1","207321766","207359607","0"
"P08174-1","B1AP13-1","ENST00000367063","ENSP00000356030","1","207321766","207340641","0"
"P08174-1","P08174-2","ENST00000314754","ENSP00000316333","1","207321766","207359666","0"
"P08174-1","P08174-3","ENST00000644836","ENSP00000495518","1","207321766","207354077","0"
"P08174-1","P08174-5","ENST00000645323","ENSP00000496251","1","207321766","207359666","0"
"P08174-1","H7BY55-1","ENST00000367067","ENSP00000356034","1","207321766","207359607","0"
"P08174-1","B1AP15-1","ENST00000391921","ENSP00000375788","1","207321766","207359607","0"
"P08174-1","A0A2R8Y4B4-1","ENST00000634386","ENSP00000493859","1","207336754","207385237","0"
"P08174-1","A0A2R8YDY3-1","ENST00000635614","ENSP00000495069","1","207326832","207370749","0"
"P08174-1","A0A2R8YEC5-1","ENST00000618707","ENSP00000495477","1","207325640","207372869","0"
"P23396-1","H0YES8-1","ENST00000525690","ENSP00000436476","11","75400692","75404161","0"
"P23396-1","H0YEU2-1","ENST00000525933","ENSP00000436556","11","75400692","75404863","0"
"P23396-1","E9PJN9-1","ENST00000528847","ENSP00000435566","11","75404048","75404155","0"
"P23396-1","E9PL09-1","ENST00000526608","ENSP00000433421","11","75399548","75404862","0"
"P23396-1","E9PSF4-1","ENST00000422465","ENSP00000416745","11","75404048","75404820","0"
"P23396-1","P23396-2","ENST00000278572","ENSP00000278572","11","75399548","75404862","0"
"P23396-1","E9PQ96-1","ENST00000528439","ENSP00000432542","11","75399548","75404777","0"
"P23396-1","E9PK82-1","ENST00000527273","ENSP00000435457","11","75399548","75404109","0"
"P23396-1","H0YF32-1","ENST00000530170","ENSP00000437105","11","75400695","75404721","0"
"P23396-1","E9PPU1-1","ENST00000534440","ENSP00000436335","11","75399548","75404862","0"
"P23396-1","F2Z2S8-1","ENST00000530164","ENSP00000433155","11","75399548","75402447","0"
"P23396-1","E9PQX2-1","ENST00000530721","ENSP00000432458","11","75399548","75401657","0"
"P23396-1","P23396-1","ENST00000524851","ENSP00000433821","11","75399548","75404862","0"
"P23396-1","H0YCJ7-1","ENST00000526248","ENSP00000431737","11","75399557","75404117","0"
"P23396-1","E9PJH4-1","ENST00000532872","ENSP00000431834","11","75399548","75404109","0"
"O75920-1","E5RIX6-1","ENST00000628627","ENSP00000485822","5","70047110","70047169","0"
"O75920-1","D6RCL9-1","ENST00000515588","ENSP00000427181","5","70026442","70041737","0"
"O75920-1","A0A0G2JNT0-1","ENST00000621240","ENSP00000482045","5","69725766","69725695","1"
"O75920-1","O75920-1","ENST00000380750","ENSP00000370126","5","70025452","70041737","0"
"O75920-1","O75920-2","ENST00000611616","ENSP00000482392","5","69726756","69719816","1"
"O75920-1","E5RIQ9-1","ENST00000622047","ENSP00000483645","5","69725766","69719816","1"
"O75920-1","D6RC90-1","ENST00000625862","ENSP00000485848","5","70046120","70062442","0"
"O75920-1","E5RHJ0-1","ENST00000627451","ENSP00000486813","5","70245604","70260902","0"
"O75920-1","D6RC42-1","ENST00000611952","ENSP00000484959","5","69726756","69722331","1"
"Q01415-1","H0YN87-1","ENST00000560119","ENSP00000453909","15","49201181","49235628","0"
"P41440-1","H0Y4T2-1","ENST00000417954","ENSP00000393988","21","45531541","45496337","1"
"O75923-1","O75923-1","ENST00000258104","ENSP00000258104","2","71453999","71686489","0"
"O75923-1","O75923-10","ENST00000409366","ENSP00000386512","2","71466843","71686489","0"
"O75923-1","O75923-11","ENST00000410041","ENSP00000386617","2","71466843","71686489","0"
"O75923-1","O75923-12","ENST00000409744","ENSP00000386285","2","71466843","71686489","0"
"O75923-1","O75923-13","ENST00000410020","ENSP00000386881","2","71466843","71686489","0"
"O75923-1","O75923-14","ENST00000394120","ENSP00000377678","2","71466843","71686489","0"
"O75923-1","O75923-2","ENST00000413539","ENSP00000407046","2","71453999","71686489","0"
"O75923-1","O75923-4","ENST00000429174","ENSP00000398305","2","71453999","71686489","0"
"O75923-1","O75923-5","ENST00000409762","ENSP00000387137","2","71453999","71686489","0"
"O75923-1","O75923-7","ENST00000409582","ENSP00000386547","2","71453999","71686489","0"
"O75923-1","O75923-8","ENST00000409651","ENSP00000386683","2","71466843","71686489","0"
"O75925-1","O75925-1","ENST00000249636","ENSP00000249636","15","68054327","68187832","0"
"O75925-1","O75925-2","ENST00000545237","ENSP00000438574","15","68055884","68187832","0"
"O75925-1","H3BSI8-1","ENST00000564915","ENSP00000456721","15","68054327","68087852","0"
"O75925-1","H3BUL7-1","ENST00000562190","ENSP00000457698","15","68054327","68057515","0"
"O75925-1","H3BS65-1","ENST00000563996","ENSP00000456558","15","68181211","68187589","0"
"Q08345-1","A0A0G2JHK4-1","ENST00000416705","ENSP00000392422","6","30878618","30879318","0"
"Q08345-1","D6RB35-1","ENST00000503180","ENSP00000424468","6","30888730","30888975","0"
"Q08345-1","A0A140T972-1","ENST00000444198","ENSP00000394161","6","30881315","30888029","0"
"Q08345-1","A0A0G2JNZ7-1","ENST00000616404","ENSP00000482421","6","30878618","30889183","0"
"Q08345-1","E7EPN2-1","ENST00000512694","ENSP00000426229","6","30888730","30891065","0"
"Q08345-1","E7EVW6-1","ENST00000505066","ENSP00000421189","6","30888730","30889409","0"
"Q08345-1","E7EPH4-1","ENST00000460944","ENSP00000426420","6","30888730","30892301","0"
"Q08345-1","E7ETX3-1","ENST00000504679","ENSP00000423906","6","30888730","30889379","0"
"Q08345-1","E7ENJ2-1","ENST00000515881","ENSP00000423492","6","30888730","30889268","0"
"Q08345-1","Q08345-2","ENST00000376570","ENSP00000365754","6","30888730","30899293","0"
"Q08345-1","Q08345-4","ENST00000618059","ENSP00000479204","6","30933379","30936810","0"
"Q08345-1","Q08345-5","ENST00000513240","ENSP00000427552","6","30888730","30899293","0"
"Q08345-1","Q08345-6","ENST00000549026","ENSP00000449238","6","30874795","30888870","0"
"Q08345-1","A2ABL0-1","ENST00000400407","ENSP00000383258","6","30878618","30880884","0"
"Q08345-1","E7EVT1-1","ENST00000512336","ENSP00000421719","6","30888730","30889349","0"
"Q08345-1","E7EXB0-1","ENST00000507901","ENSP00000424703","6","30888730","30889247","0"
"Q08345-1","E7EQ30-1","ENST00000428153","ENSP00000390593","6","30888730","30892137","0"
"Q08345-1","E7EUP7-1","ENST00000503495","ENSP00000423749","6","30885776","30891065","0"
"Q08345-1","D6R9C4-1","ENST00000503670","ENSP00000422974","6","30888730","30888945","0"
"Q08345-1","Q08345-1","ENST00000324771","ENSP00000318217","6","30888730","30899293","0"
"Q08345-1","A0A0A0MSX3-1","ENST00000446312","ENSP00000405998","6","30888730","30899293","0"
"Q08345-1","A0A0G2JIA2-1","ENST00000438728","ENSP00000408790","6","30878618","30880941","0"
"Q08345-1","E7ERN0-1","ENST00000515233","ENSP00000422467","6","30888730","30889427","0"
"Q08345-1","D6RAJ3-1","ENST00000513749","ENSP00000421753","6","30888730","30888956","0"
"Q08345-1","H0Y717-1","ENST00000424544","ENSP00000409400","6","30888750","30891451","0"
"Q08345-1","D6RBU7-1","ENST00000412274","ENSP00000392413","6","30888730","30888996","0"
"Q08345-1","E7EN94-1","ENST00000505534","ENSP00000420833","6","30888730","30889313","0"
"Q08345-1","E7ESR9-1","ENST00000511510","ENSP00000425113","6","30888730","30890981","0"
"Q08345-1","E7ETI3-1","ENST00000504927","ENSP00000427597","6","30888730","30891035","0"
"Q08345-1","D6RB82-1","ENST00000502955","ENSP00000424346","6","30888730","30888987","0"
"Q08345-1","D6RGW5-1","ENST00000515219","ENSP00000421152","6","30891030","30892017","0"
"Q08345-1","E7EUD5-1","ENST00000508317","ENSP00000427369","6","30888730","30889391","0"
"Q08345-1","E7ES06-1","ENST00000509639","ENSP00000422331","6","30888730","30889355","0"
"Q08345-1","H0YAH6-1","ENST00000514434","ENSP00000427124","6","30894574","30897403","0"
"Q08345-1","E7EQ23-1","ENST00000507046","ENSP00000425713","6","30888730","30889223","0"
"Q08345-1","A0A140T9T5-1","ENST00000448537","ENSP00000412396","6","30969983","30970644","0"
"Q08345-1","A0A0G2JIZ7-1","ENST00000422628","ENSP00000396187","6","30967286","30970644","0"
"Q08345-1","E7ERI6-1","ENST00000437124","ENSP00000394273","6","30888730","30891014","0"
"Q08345-1","H0Y9F4-1","ENST00000484556","ENSP00000424003","6","30897075","30899197","0"
"Q08345-1","A2ABL2-1","ENST00000421124","ENSP00000409682","6","30888730","30891441","0"
"Q08345-1","A0A0G2JJA0-1","ENST00000434782","ENSP00000397897","6","30878305","30878586","0"
"Q08345-1","A2ABM8-1","ENST00000414378","ENSP00000403247","6","30881002","30887716","0"
"Q08345-1","A0A0G2JI85-1","ENST00000450117","ENSP00000396139","6","30886198","30888871","0"
"Q08345-1","E7EX99-1","ENST00000504651","ENSP00000424758","6","30888730","30889232","0"
"P10914-1","A0A7P0TAU2-1","ENST00000680352","ENSP00000506176","5","132488019","132487927","1"
"P27482-1","P27482-1","ENST00000315238","ENSP00000315299","10","5525086","5525532","0"
"P27487-1","F8WBB6-1","ENST00000494507","ENSP00000503735","2","162073981","162046737","1"
"P27487-1","F8WE17-1","ENST00000434918","ENSP00000402259","2","162073981","162038406","1"
"P27487-1","P27487-1","ENST00000360534","ENSP00000353731","2","162073981","161993286","1"
"P27487-1","A0A7I2V2I2-1","ENST00000678566","ENSP00000502931","2","162073981","162032265","1"
"P27487-1","A0A7I2V2R5-1","ENST00000676768","ENSP00000503008","2","162073981","161994958","1"
"P27487-1","A0A7I2V2X8-1","ENST00000676810","ENSP00000503161","2","162073981","161993286","1"
"P27487-1","A0A7I2V3F5-1","ENST00000676624","ENSP00000503481","2","162073981","162046737","1"
"P27487-1","A0A7I2V501-1","ENST00000676479","ENSP00000504273","2","162073981","162047498","1"
"P27487-1","A0A7I2V5R8-1","ENST00000678668","ENSP00000504418","2","162033551","161993286","1"
"A0A096LPH7-1","A0A096LPH7-1","ENST00000623998","ENSP00000485615","21","5163695","5158524","1"
"O95825-1","A6NMA8-1","ENST00000290244","ENSP00000290244","21","33631551","33589825","1"
"Q8TD31-1","A0A0G2JIT9-1","ENST00000454570","ENSP00000401869","6","31149581","31143629","1"
"Q5M7Z0-1","K7EJ18-1","ENST00000589113","ENSP00000464987","17","59964663","59958363","1"
"O00178-1","B0QY59-1","ENST00000458073","ENSP00000388147","22","38726306","38737996","0"
"Q15040-1","B0QY58-1","ENST00000456626","ENSP00000405182","22","38699987","38699805","1"
"Q9UKN5-1","F8VRG2-1","ENST00000547188","ENSP00000448684","12","107760515","107754030","1"
"Q9UKN5-1","H0YIF6-1","ENST00000550659","ENSP00000449295","12","107751775","107742249","1"
"Q9UKN5-1","Q9UKN5-1","ENST00000228437","ENSP00000228437","12","107760515","107734213","1"
"Q9UKN5-1","F8VZQ2-1","ENST00000550376","ENSP00000446803","12","107760515","107746371","1"
"Q96T21-1","Q5HYY5-1","ENST00000425851","ENSP00000414288","9","89325960","89341478","0"
"Q9H6E4-1","B0QY51-1","ENST00000402061","ENSP00000385803","22","41808891","41825820","0"
"Q9UHF4-1","Q96SH7-1","ENST00000367746","ENSP00000356720","6","137044728","137009269","1"
"Q15040-1","B0QY55-1","ENST00000417712","ENSP00000393131","22","38699987","38699802","1"
"Q9Y3M2-1","B0QY54-1","ENST00000416285","ENSP00000412260","22","38668055","38671188","0"
"Q15040-1","B0QY57-1","ENST00000412832","ENSP00000415189","22","38699987","38689298","1"
"Q15040-1","B0QY56-1","ENST00000427389","ENSP00000410010","22","38699987","38689075","1"
"Q9Y2Z2-1","A0A7P0TAU1-1","ENST00000681705","ENSP00000506381","6","73461855","73482043","0"
"Q9UH73-1","E5RFQ1-1","ENST00000517373","ENSP00000428020","5","159099478","158699114","1"
"A9YTQ3-1","E5RFG4-1","ENST00000510400","ENSP00000428893","5","343903","422758","0"
"P11230-1","I3L535-1","ENST00000575379","ENSP00000461751","17","7456610","7456720","0"
"Q9NZ56-1","A0A7P0T8F6-1","ENST00000681741","ENSP00000505116","1","240123265","240211123","0"
"P52736-1","Q5JXW1-1","ENST00000360010","ENSP00000353105","20","18305687","18315106","0"
"P52736-1","Q5JXW0-1","ENST00000434018","ENSP00000403835","20","18305687","18315277","0"
"Q8N812-1","A0A087WX00-1","ENST00000615315","ENSP00000480634","12","110059178","110042354","1"
"P63302-1","A0A087WX02-1","ENST00000612212","ENSP00000480640","19","47778786","47781367","0"
"P05388-1","F8W1K8-1","ENST00000552292","ENSP00000446777","12","120197483","120196776","1"
"Q8NEK5-1","M0QYA3-1","ENST00000600442","ENSP00000469700","19","57390100","57392829","0"
"Q8NEK5-1","M0QX17-1","ENST00000596282","ENSP00000468847","19","57394200","57398449","0"
"Q8NEK5-1","M0R354-1","ENST00000594693","ENSP00000473004","19","57394200","57397155","0"
"Q8NEK5-1","Q8NEK5-2","ENST00000336128","ENSP00000337555","19","57390100","57399886","0"
"Q8NEK5-1","M0R2J6-1","ENST00000602086","ENSP00000472618","19","57390100","57392926","0"
"Q8NEK5-1","Q8NEK5-1","ENST00000366197","ENSP00000379482","19","57390100","57399886","0"
"Q8NEK5-1","M0QY53-1","ENST00000594668","ENSP00000469598","19","57390789","57398434","0"
"Q8NEK5-1","M0QXE2-1","ENST00000598895","ENSP00000469101","19","57390100","57397257","0"
"Q8NEK5-1","M0R3F2-1","ENST00000597400","ENSP00000473179","19","57390100","57398423","0"
"Q8NEK5-1","M0R041-1","ENST00000600927","ENSP00000470982","19","57394200","57398620","0"
"Q8NEK5-1","M0R1K1-1","ENST00000597047","ENSP00000471923","19","57390100","57397061","0"
"P05408-1","C9JNY7-1","ENST00000497208","ENSP00000420347","15","32643593","32696606","0"
"O00571-1","A0A087WX09-1","ENST00000615742","ENSP00000480647","X","41334253","41341958","0"
"P50895-1","A0A087WXM8-1","ENST00000611077","ENSP00000481153","19","44809125","44819727","0"
"Q7Z553-1","G3V5U0-1","ENST00000486952","ENSP00000452515","14","47343086","47218055","1"
"Q8N9R8-1","H7C4U2-1","ENST00000467917","ENSP00000418148","9","124999923","124975314","1"
