"uniprotkb_canonical_ac","uniprotkb_isoform_ac","transcript_id","peptide_id","chromosome_id","start_pos","end_pos","strand"
"Q5TBA9-1","B1ALA1-1","ENST00000436046.1","ENSP00000398010.1","13","32061103","32117468","0"
"Q9UNF1-1","Q5H907-1","ENST00000375060.5","ENSP00000364200.1","X","54809332","54815679","0"
"Q6ZRH7-1","M0QZ16-1","ENST00000489693.2","ENSP00000470225.2","19","38352415","38360579","0"
"Q96S66-1","Q5T1P5-1","ENST00000369976.6","ENSP00000358993.2","1","108947702","108934672","1"
"Q6P1J6-1","C9JYQ2-1","ENST00000416713.5","ENSP00000407076.1","2","28518517","28539164","0"
"Q6P1J6-1","H7C012-1","ENST00000436544.1","ENSP00000392493.1","2","28548500","28594050","0"
"Q6P1J6-1","Q6P1J6-1","ENST00000327757.10","ENSP00000330442.5","2","28496115","28643058","0"
"Q6P1J6-1","H7BZW4-1","ENST00000444257.5","ENSP00000391810.1","2","28604727","28628621","0"
"Q6P1J6-1","Q6P1J6-3","ENST00000422425.6","ENSP00000416440.2","2","28496115","28643058","0"
"Q6P1J6-1","H7C1D3-1","ENST00000436775.1","ENSP00000399712.1","2","28630586","28643060","0"
"Q6P1J6-1","H7C2A5-1","ENST00000411743.5","ENSP00000404723.1","2","28601919","28606534","0"
"Q6P1J6-1","H7BYX7-1","ENST00000404858.5","ENSP00000384187.1","2","28496119","28643059","0"
"P01116-1","A0A8I5KUB5-1","ENST00000692768.1","ENSP00000510254.1","12","25227325","25209798","1"
"P60891-1","B1ALA9-1","ENST00000372418.4","ENSP00000361495.2","X","107628629","107650029","0"
"Q8N335-1","C9JFA7-1","ENST00000431009.1","ENSP00000416518.1","3","32128146","32146665","0"
"Q05D60-1","A0A5H1ZRS0-1","ENST00000531448.5","ENSP00000435527.1","11","93332260","93415002","0"
"Q8IUH5-1","H0YIP7-1","ENST00000550163.5","ENSP00000449836.1","12","76764298","76805428","0"
"Q6VAB6-1","Q6VAB6-1","ENST00000339824.7","ENSP00000339952.4","12","117968255","117467202","1"
"P20648-1","P20648-1","ENST00000262623.4","ENSP00000262623.2","19","35563629","35550618","1"
"Q5M775-1","J3QS22-1","ENST00000578321.2","ENSP00000462266.2","17","20096652","20232403","0"
"Q5M775-1","J3KSG2-1","ENST00000581399.6","ENSP00000462471.2","17","20227530","20314062","0"
"Q5M775-1","Q5M775-2","ENST00000395529.7","ENSP00000378900.3","17","20096652","20236878","0"
"Q5M775-1","Q5M775-3","ENST00000395525.7","ENSP00000378896.3","17","20156197","20236878","0"
"Q5M775-1","Q5M775-4","ENST00000395530.6","ENSP00000378901.2","17","20156197","20314062","0"
"Q5M775-1","Q5M775-5","ENST00000395522.6","ENSP00000378893.2","17","20156197","20232406","0"
"Q5M775-1","J3KRN9-1","ENST00000582226.5","ENSP00000462092.1","17","20205740","20236945","0"
"Q5M775-1","J3QKL1-1","ENST00000467722.3","ENSP00000463130.2","17","20096652","20227447","0"
"Q5M775-1","Q5M775-1","ENST00000261503.9","ENSP00000261503.5","17","20096652","20314062","0"
"Q5M775-1","J3QQM0-1","ENST00000584527.1","ENSP00000463799.1","17","20205796","20232406","0"
"Q5M775-1","A0A7I2V416-1","ENST00000678019.1","ENSP00000503509.1","17","20096652","20314062","0"
"Q5M775-1","A0A7I2V451-1","ENST00000677148.1","ENSP00000503849.1","17","20096652","20314062","0"
"Q5M775-1","A0A7I2V486-1","ENST00000678321.1","ENSP00000503822.1","17","20096652","20306115","0"
"Q5M775-1","A0A7I2V562-1","ENST00000678315.1","ENSP00000504304.1","17","20096652","20246076","0"
"Q5M775-1","A0A7I2V5G2-1","ENST00000472876.5","ENSP00000504477.1","17","20227530","20236878","0"
"Q5M775-1","A0A7I2YQJ3-1","ENST00000679048.1","ENSP00000503774.1","17","20096652","20314062","0"
"Q5M775-1","A0A7P0T9K0-1","ENST00000681545.1","ENSP00000505652.1","17","20156197","20247246","0"
"Q5M775-1","A0A7P0TAS3-1","ENST00000681116.1","ENSP00000505864.1","17","20096652","20232406","0"
"Q5M775-1","A0A7P0TB87-1","ENST00000679801.1","ENSP00000506625.1","17","20156197","20314062","0"
"Q5M775-1","A0A7P0TBD3-1","ENST00000679819.1","ENSP00000506551.1","17","20227530","20232406","0"
"Q5M775-1","A0A7P0TBP2-1","ENST00000680019.1","ENSP00000506699.1","17","20096652","20306045","0"
"Q5M775-1","A0A7P0Z4I1-1","ENST00000680604.1","ENSP00000506044.1","17","20096652","20247337","0"
"P20645-1","H0YFY9-1","ENST00000544193.1","ENSP00000441040.1","12","8942517","8940751","1"
"P20645-1","F5GXE0-1","ENST00000543159.1","ENSP00000441030.1","12","8946404","8945485","1"
"P20645-1","H0YGE9-1","ENST00000543258.1","ENSP00000442983.1","12","8946240","8943562","1"
"P20645-1","P20645-1","ENST00000000412.8","ENSP00000000412.3","12","8946404","8941821","1"
"P20645-1","F5H883-1","ENST00000541507.5","ENSP00000442100.1","12","8946404","8942487","1"
"P20645-1","H0YF90-1","ENST00000543704.5","ENSP00000437595.1","12","8946368","8941821","1"
"P20645-1","F5GXU0-1","ENST00000543845.1","ENSP00000440962.1","12","8946404","8945434","1"
"P20645-1","F5GX30-1","ENST00000536844.5","ENSP00000440488.2","12","8946404","8941821","1"
"P20645-1","F5H4U1-1","ENST00000544245.1","ENSP00000439968.1","12","8943899","8943825","1"
"P20645-1","H0YGT2-1","ENST00000537621.1","ENSP00000444684.1","12","8943886","8942394","1"
"Q701N4-1","Q701N4-1","ENST00000707559.1","ENSP00000516912.1","HG152_PATCH","338226","337696","1"
"Q6NTE8-1","E5RI52-1","ENST00000640320.1","ENSP00000491335.1","HG30_PATCH","624356","606393","1"
"Q8IVW4-1","E5RI54-1","ENST00000520693.5","ENSP00000430777.1","5","134321875","134308707","1"
"Q5SZK8-1","Q5SZK8-1","ENST00000280481.9","ENSP00000280481.7","13","38687345","38880784","0"
"Q701N2-1","Q701N2-1","ENST00000399676.4","ENSP00000382584.2","11","1629841","1630551","0"
"Q701N2-1","A0A0G2JMZ9-1","ENST00000613035.1","ENSP00000480306.1","HSCHR11_2_CTG1_1","106640","107239","0"
"Q16553-1","E5RI58-1","ENST00000521182.5","ENSP00000430770.1","8","143020940","143021419","0"
"Q5T1M5-1","A0A8I5KRH4-1","ENST00000690630.1","ENSP00000509181.1","9","113221243","113190554","1"
"Q8N573-1","E9PLW2-1","ENST00000521592.5","ENSP00000435104.1","8","106740442","106750938","0"
"Q9BUM1-1","A0A8Q3SIG5-1","ENST00000696383.1","ENSP00000512593.1","17","44074700","44076040","0"
"A8TX70-1","A8TX70-1","ENST00000312481.11","ENSP00000309762.7","3","130373639","130477062","0"
"A8TX70-1","H0Y9T2-1","ENST00000512482.1","ENSP00000424968.1","3","130443484","130476887","0"
"A8TX70-1","H0Y935-1","ENST00000512836.5","ENSP00000422898.1","3","130373639","130484038","0"
"Q05952-1","Q05952-1","ENST00000312693.4","ENSP00000325738.3","16","11269262","11267999","1"
"Q92542-1","A0A8V8TNV3-1","ENST00000699541.1","ENSP00000514425.1","1","160343397","160356284","0"
"P48378-1","K7EJD4-1","ENST00000587321.1","ENSP00000465122.1","19","6016121","6013039","1"
"P14784-1","A0A8V8TNV4-1","ENST00000698905.1","ENSP00000514020.1","22","37144172","37135328","1"
"P43235-1","Q5QP40-1","ENST00000443913.2","ENSP00000405083.2","1","150807424","150796802","1"
"Q9C0F0-1","A0A2R8Y461-1","ENST00000642541.1","ENSP00000493665.1","18","33644925","33743589","0"
"Q5TBB1-1","A0A2R8YGP2-1","ENST00000645188.1","ENSP00000496224.1","13","50910077","50956471","0"
"O95180-1","A0AAA9YHT2-1","ENST00000711484.1","ENSP00000518773.1","16","1153738","1220015","0"
"P25445-1","A0A8Q3WM13-1","ENST00000696782.1","ENSP00000512865.1","10","88990877","89012279","0"
"P49815-1","A0A2R8YGE6-1","ENST00000643745.1","ENSP00000495948.1","16","2048616","2060985","0"
"A2RU30-1","E9PHY9-1","ENST00000524668.5","ENSP00000436635.1","12","54974562","54967853","1"
"Q9NZK5-1","A0A8Q3SIG4-1","ENST00000696226.1","ENSP00000512492.1","22","17209677","17203515","1"
"Q15257-1","B7ZBP7-1","ENST00000432124.5","ENSP00000416522.1","9","129142445","129142803","0"
"Q9H5I1-1","H0Y306-1","ENST00000358298.6","ENSP00000351046.6","10","14881500","14902510","0"
"P43155-1","B7ZBP5-1","ENST00000455830.2","ENSP00000390571.2","9","129108792","129107814","1"
"O60762-1","Q5QPJ9-1","ENST00000413082.1","ENSP00000394921.1","20","50958523","50936148","1"
"Q96KC9-1","Q96KC9-1","ENST00000273936.6","ENSP00000273936.4","4","70337025","70337116","0"
"P20393-1","P20393-1","ENST00000246672.4","ENSP00000246672.3","17","40100094","40093086","1"
"Q15257-1","B7ZBP9-1","ENST00000436883.5","ENSP00000389312.1","9","129142445","129143389","0"
"Q8WTS1-1","A0A2R8YER6-1","ENST00000646378.1","ENSP00000495826.1","3","43690993","43695053","0"
"O75354-1","Q5QPJ6-1","ENST00000439162.5","ENSP00000408098.1","20","25195865","25218613","0"
"Q14839-1","A0A2R8YER1-1","ENST00000644137.1","ENSP00000495816.1","12","6606373","6580633","1"
"Q9NWU1-1","Q9NWU1-1","ENST00000280701.8","ENSP00000280701.3","3","25791021","25794491","0"
"Q9NWU1-1","Q9NWU1-2","ENST00000420173.2","ENSP00000411303.2","3","25791021","25794491","0"
"Q9NWU1-1","C9JQQ2-1","ENST00000428266.1","ENSP00000409817.1","3","25791021","25791713","0"
"Q9NWU1-1","F8VNS3-1","ENST00000448177.1","ENSP00000404115.1","3","25791021","25791780","0"
"O75937-1","A0AAA9YHT5-1","ENST00000489277.6","ENSP00000518780.1","1","28205322","28201251","1"
"Q8IXK0-1","A0A8I5KY19-1","ENST00000493483.5","ENSP00000509437.1","1","33332296","33330071","1"
"Q15813-1","A0A2R8YER9-1","ENST00000646848.1","ENSP00000495831.1","1","235380050","235435789","0"
"O95299-1","F8WEH0-1","ENST00000414580.2","ENSP00000388413.2","2","240025301","240021206","1"
"Q13283-1","A0A7I2V4D8-1","ENST00000677854.1","ENSP00000503694.1","5","151799212","151800262","0"
"Q9H2J4-1","C9JST4-1","ENST00000416255.5","ENSP00000413936.1","2","100568948","100571632","0"
"Q969W8-1","B4DRR6-1","ENST00000493391.6","ENSP00000465343.1","19","36449921","36448980","1"
"A0A183-1","A0A183-1","ENST00000431011.3","ENSP00000411070.2","1","152843521","152843760","0"
"Q9HB21-1","R4GMZ9-1","ENST00000463663.6","ENSP00000473424.1","10","122393201","122412976","0"
"Q8TEA8-1","Q8TEA8-1","ENST00000377452.4","ENSP00000366672.4","20","18588073","18744249","0"
"Q8TEA8-1","A0A2R8Y6X2-1","ENST00000494921.2","ENSP00000495845.1","20","18588073","18630542","0"
"P32302-1","P32302-1","ENST00000292174.5","ENSP00000292174.4","11","118883942","118894660","0"
"Q8TDX9-1","A0A8I5KS31-1","ENST00000686775.1","ENSP00000508550.1","7","47837065","47792556","1"
"Q8TEA7-1","D6RC61-1","ENST00000503516.1","ENSP00000423834.1","4","106235307","106232999","1"
"Q8TEA7-1","Q8TEA7-1","ENST00000273980.10","ENSP00000273980.4","4","106308960","106046573","1"
"Q8TEA7-1","H0Y8U7-1","ENST00000508666.5","ENSP00000422160.1","4","106247285","106237508","1"
"Q8TEA7-1","D6RDG2-1","ENST00000509532.5","ENSP00000420985.1","4","106308960","106251986","1"
"Q8TEA7-1","H0Y959-1","ENST00000503832.1","ENSP00000423092.1","4","106252007","106251082","1"
"Q8TEA7-1","H0YA45-1","ENST00000505574.1","ENSP00000426093.1","4","106250470","106247269","1"
"Q8TEA7-1","D6R950-1","ENST00000507696.1","ENSP00000423637.1","4","106308960","106295156","1"
"Q8TEA7-1","Q8TEA7-2","ENST00000394706.7","ENSP00000378196.3","4","106308960","106046573","1"
"Q8TEA7-1","Q8TEA7-3","ENST00000361687.8","ENSP00000355338.4","4","106308960","106046573","1"
"Q8TEA7-1","Q5HYF5-1","ENST00000467183.6","ENSP00000421182.1","4","106308960","106255044","1"
"Q8TEA7-1","D6RDY5-1","ENST00000509862.5","ENSP00000425197.1","4","106308960","106262164","1"
"P51172-3","P51172-1","ENST00000338555.6","ENSP00000339504.2","1","1284025","1291607","0"
"P51172-3","P51172-2","ENST00000325425.12","ENSP00000321594.8","1","1282259","1291607","0"
"P51172-3","P51172-3","ENST00000379116.10","ENSP00000368411.5","1","1280662","1291607","0"
"Q01094-1","Q01094-1","ENST00000343380.6","ENSP00000345571.5","20","33686264","33676735","1"
"Q6PI48-1","Q6PI48-1","ENST00000649689.2","ENSP00000497569.1","1","173825230","173857702","0"
"Q6PI48-1","A0A3B3ITK9-1","ENST00000649106.1","ENSP00000497942.1","1","173833428","173853836","0"
"Q6PI48-1","A0A3B3IS54-1","ENST00000648960.1","ENSP00000497091.1","1","173825230","173857702","0"
"Q6PI48-1","A0A3B3IT01-1","ENST00000648807.1","ENSP00000497472.1","1","173825230","173857702","0"
"Q6PI48-1","A0A3B3IT89-1","ENST00000471476.2","ENSP00000497663.1","1","173825230","173830672","0"
"Q6PI48-1","A0A3B3ITS3-1","ENST00000648458.1","ENSP00000497874.1","1","173825230","173851937","0"
"Q6PI48-1","A0A3B3ISK7-1","ENST00000647645.1","ENSP00000497450.1","1","173825230","173857702","0"
"Q6PI47-1","Q6PI47-1","ENST00000359878.8","ENSP00000352941.3","2","200507016","200490103","1"
"Q9UN86-1","A0A7I2V3P9-1","ENST00000677889.1","ENSP00000503586.1","4","75657625","75645433","1"
"Q8TDW0-1","E9PHY6-1","ENST00000482063.1","ENSP00000436638.1","1","89686474","89706337","0"
"P02749-1","J3QLI0-1","ENST00000581797.5","ENSP00000463553.1","17","66228080","66216792","1"
"Q9P2E5-1","C9JZF7-1","ENST00000482173.6","ENSP00000419769.2","7","151232765","151238678","0"
"Q562E7-1","C9JD20-1","ENST00000418841.5","ENSP00000395198.1","17","1732413","1733678","0"
"P0CG04-1","A0A5H1ZRQ4-1","ENST00000390321.2","ENSP00000374855.2","22","22895375","22895692","0"
"Q9BYC8-1","B3KQX1-1","ENST00000432845.1","ENSP00000415581.1","7","42932387","42935145","0"
"A5PLK6-1","A0A0U1RQD8-1","ENST00000634758.1","ENSP00000488942.1","1","182473643","182473885","0"
"A5PLK6-1","A0A0U1RRN0-1","ENST00000634723.1","ENSP00000489611.1","1","182471287","182472406","0"
"A5PLK6-1","A0A0U1RRA3-1","ENST00000635407.1","ENSP00000489421.1","1","182450166","182458347","0"
"A5PLK6-1","H3BRN5-1","ENST00000422241.2","ENSP00000456332.1","1","182450166","182488312","0"
"A5PLK6-1","H3BNQ0-1","ENST00000415960.6","ENSP00000454954.2","1","182474522","182493024","0"
"A5PLK6-1","H3BNS3-1","ENST00000447374.5","ENSP00000454981.1","1","182471287","182471373","0"
"A5PLK6-1","A0A0U1RRF3-1","ENST00000634626.1","ENSP00000489498.1","1","182471287","182471379","0"
"A5PLK6-1","H3BVE8-1","ENST00000416676.5","ENSP00000458086.1","1","182450166","182488301","0"
"A5PLK6-1","A5PLK6-1","ENST00000294854.13","ENSP00000457748.1","1","182450166","182556054","0"
"A5PLK6-1","A0A0U1RRF6-1","ENST00000634679.1","ENSP00000489502.1","1","182472452","182473966","0"
"A5PLK6-1","H3BNR3-1","ENST00000437548.5","ENSP00000454969.1","1","182471287","182472487","0"
"A5PLK6-1","A0A3B3ISC9-1","ENST00000648414.1","ENSP00000497245.1","1","182488285","182530361","0"
"P48448-1","A0A669KAV1-1","ENST00000673873.1","ENSP00000500963.1","11","67666935","67666647","1"
"Q86X02-1","Q86X02-1","ENST00000337231.5","ENSP00000336587.5","17","74988044","75004071","0"
"Q29983-1","A0A669KAV5-1","ENST00000673647.1","ENSP00000500967.1","6","31403633","31410715","0"
"O14795-1","A0A0U1RRB5-1","ENST00000481299.1","ENSP00000489441.1","9","35396538","35399167","0"
"Q7Z739-1","S4R373-1","ENST00000517371.5","ENSP00000473986.1","8","63168878","63209703","0"
"Q92896-1","H3BM42-1","ENST00000562090.5","ENSP00000454218.1","16","74607094","74472593","1"
"Q92896-1","Q92896-2","ENST00000205061.9","ENSP00000205061.5","16","74607094","74452059","1"
"Q92896-1","Q92896-3","ENST00000447066.6","ENSP00000406946.2","16","74607094","74452059","1"
"Q92896-1","H3BQT1-1","ENST00000565474.1","ENSP00000455927.1","16","74503707","74496600","1"
"Q92896-1","H3BQU9-1","ENST00000567951.5","ENSP00000455950.1","16","74607094","74477443","1"
"Q92896-1","H3BRD8-1","ENST00000565260.1","ENSP00000456195.1","16","74607094","74503738","1"
"Q92896-1","Q92896-1","ENST00000422840.7","ENSP00000405984.3","16","74607094","74453170","1"
"Q8WW43-1","Q4R1J8-1","ENST00000380340.8","ENSP00000369697.4","15","63277624","63279226","0"
"P46782-1","M0R0F0-1","ENST00000596314.5","ENSP00000471185.1","19","58388138","58394735","0"
"P46782-1","M0QZN2-1","ENST00000598098.5","ENSP00000470660.1","19","58388138","58394747","0"
"P46782-1","P46782-1","ENST00000196551.8","ENSP00000196551.3","19","58388138","58394747","0"
"P46782-1","M0R0R2-1","ENST00000598495.5","ENSP00000471388.1","19","58388138","58394747","0"
"Q13636-1","J3KRU3-1","ENST00000578734.5","ENSP00000462164.2","18","9708406","9792189","0"
"Q9NYL2-1","Q9NYL2-1","ENST00000375213.8","ENSP00000364361.3","2","173091032","173266747","0"
"Q9NYL2-1","Q9NYL2-2","ENST00000338983.7","ENSP00000340257.3","2","173091032","173221527","0"
"Q9NYL2-1","C9J3F7-1","ENST00000422149.1","ENSP00000411923.1","2","173091032","173187622","0"
"Q8TF05-1","J3KRU1-1","ENST00000581835.1","ENSP00000462161.1","18","9595076","9588729","1"
"Q9Y4G2-1","J3KRU0-1","ENST00000633444.1","ENSP00000488497.1","HSCHR17_2_CTG5","172639","148516","1"
"Q12767-1","J3KRU7-1","ENST00000582455.5","ENSP00000462170.1","17","75471906","75485897","0"
"P46781-1","P46781-1","ENST00000611921.4","ENSP00000480662.1","HSCHR19LRC_PGF1_CTG3_1","176157","182543","0"
"P46781-1","C9JM19-1","ENST00000611572.3","ENSP00000480805.1","HSCHR19_4_CTG3_1","176167","181505","0"
"P46781-1","A8MXK4-1","ENST00000391751.7","ENSP00000375631.3","19","54201185","54207414","0"
"P46781-1","B5MCT8-1","ENST00000628741.1","ENSP00000486704.1","HSCHR19LRC_PGF1_CTG3_1","176157","181533","0"
"P46781-1","F2Z3C0-1","ENST00000448962.5","ENSP00000399623.1","19","54201185","54231751","0"
"Q9UHR5-1","J3KRU5-1","ENST00000582022.5","ENSP00000462166.1","17","75667373","75703856","0"
"Q8WVD3-1","J3KRU4-1","ENST00000578914.1","ENSP00000462165.1","18","32111782","32113846","0"
"Q92597-1","A0A6Q8PFB3-1","ENST00000675568.1","ENSP00000501738.1","8","133246663","133244357","1"
"Q9NYL9-1","H0YNU8-1","ENST00000558455.1","ENSP00000454161.1","15","51862885","51862983","0"
"Q9NYL9-1","Q9NYL9-1","ENST00000308580.12","ENSP00000308753.7","15","51862885","51908807","0"
"Q9NYL9-1","H0YNJ8-1","ENST00000560549.5","ENSP00000454040.1","15","51889067","51908807","0"
"P82094-1","A0A2R8Y7M0-1","ENST00000646304.1","ENSP00000496378.1","3","69052086","69023180","1"
"P35241-1","A0A2R8Y7M3-1","ENST00000645527.1","ENSP00000496121.1","11","110279692","110175220","1"
"Q9UKY4-1","H0YJA9-1","ENST00000557289.2","ENSP00000451115.2","14","77301249","77299463","1"
"Q9BV29-1","H0YLN5-1","ENST00000558918.1","ENSP00000453274.1","15","40557319","40553980","1"
"Q9BV29-1","H0YM19-1","ENST00000560305.5","ENSP00000453429.1","15","40563015","40528745","1"
"Q9BV29-1","H0YMC0-1","ENST00000559911.5","ENSP00000453544.1","15","40563015","40534920","1"
"Q9BV29-1","H0YLI5-1","ENST00000558113.5","ENSP00000453221.1","15","40563015","40539238","1"
"Q9BV29-1","H0YN78-1","ENST00000559103.1","ENSP00000453899.1","15","40563015","40554019","1"
"Q9BV29-1","Q9BV29-1","ENST00000358005.7","ENSP00000350695.3","15","40563015","40553974","1"
"Q9BV29-1","Q9BV29-2","ENST00000558750.5","ENSP00000452773.1","15","40564780","40553974","1"
"Q9BV29-1","Q9BV29-3","ENST00000558871.1","ENSP00000452657.1","15","40563015","40557215","1"
"Q9BV29-1","A0A8V8TLS2-1","ENST00000698443.1","ENSP00000513725.1","15","40563015","40539238","1"
"O75023-1","A0A0G2JNF6-1","ENST00000622648.4","ENSP00000481277.1","HSCHR19LRC_PGF2_CTG3_1","232196","231248","1"
"Q9H313-1","A0A0G2JNF5-1","ENST00000617153.4","ENSP00000481274.1","HSCHR19_4_CTG3_1","397841","401458","0"
"A0A0G2JNF4-1","A0A0G2JNF4-1","ENST00000621698.4","ENSP00000484356.1","HSCHR19LRC_LRC_J_CTG3_1","827291","839481","0"
"P43629-1","A0A0G2JNF3-1","ENST00000619277.4","ENSP00000481266.1","HSCHR19KIR_ABC08_A1_HAP_CTG3_1","95444","109218","0"
"Q969M1-1","Q969M1-1","ENST00000367987.1","ENSP00000356966.1","1","161226490","161229092","0"
"Q969M1-1","Q969M1-2","ENST00000545897.5","ENSP00000443233.1","1","161226490","161229092","0"
"O95644-1","F5H4S8-1","ENST00000545796.5","ENSP00000439992.1","18","79448812","79527574","0"
"Q14157-2","Q14157-2","ENST00000361546.6","ENSP00000355343.2","1","154225124","154270292","0"
"Q14157-2","Q14157-1","ENST00000343815.10","ENSP00000345308.6","1","154225124","154263149","0"
"Q14157-2","Q14157-4","ENST00000613315.4","ENSP00000478447.1","1","154225124","154263149","0"
"Q14154-1","D6RBI8-1","ENST00000508751.1","ENSP00000422686.1","5","141923942","141934326","0"
"Q14154-1","Q14154-1","ENST00000194118.8","ENSP00000194118.4","5","141923942","141938756","0"
"Q14154-1","H0YA48-1","ENST00000507481.2","ENSP00000426138.2","5","141934240","141938756","0"
"Q8WU20-1","F8VZ12-1","ENST00000547414.5","ENSP00000447007.1","12","69570376","69570468","0"
"Q8WU20-1","F8VS98-1","ENST00000550937.5","ENSP00000447804.1","12","69569031","69571295","0"
"Q8WU20-1","F8VYZ7-1","ENST00000548154.5","ENSP00000449105.1","12","69569031","69570384","0"
"Q8WU20-1","F8VP54-1","ENST00000550316.5","ENSP00000450000.1","12","69569031","69569066","0"
"Q8WU20-1","Q8WU20-1","ENST00000397997.6","ENSP00000381083.2","12","69569031","69574952","0"
"Q8WU20-1","A0A0G2JL00-1","ENST00000550169.5","ENSP00000447978.1","12","69569031","69569060","0"
"Q14152-1","Q14152-1","ENST00000369144.8","ENSP00000358140.3","10","119080676","119036042","1"
"Q14153-1","Q14153-1","ENST00000337318.8","ENSP00000338532.3","10","124706713","124623245","1"
"Q14153-1","Q14153-2","ENST00000280780.6","ENSP00000280780.6","10","124706713","124667412","1"
"Q14151-1","Q14151-2","ENST00000591120.1","ENSP00000468505.1","19","5622715","5616265","1"
"Q14151-1","Q14151-1","ENST00000252542.9","ENSP00000252542.3","19","5622715","5587246","1"
"Q14151-1","K7ERX3-1","ENST00000590262.1","ENSP00000468454.1","19","5616478","5612520","1"
"P09651-1","A0A7I2V5H0-1","ENST00000677291.1","ENSP00000504458.1","12","54282394","54282874","0"
"P54278-1","A0A8V8TQ41-1","ENST00000699755.1","ENSP00000514564.1","7","6002584","5999215","1"
"Q14159-1","E5RHG3-1","ENST00000522117.5","ENSP00000429805.1","8","47260959","47291071","0"
"Q14159-1","E5RIB8-1","ENST00000518060.5","ENSP00000429448.1","8","47727253","47735316","0"
"Q14159-1","B4DMX9-1","ENST00000524033.5","ENSP00000429997.1","8","47260959","47440323","0"
"Q14159-1","Q14159-2","ENST00000541342.2","ENSP00000444061.1","8","47279972","47735447","0"
"Q14159-1","Q14159-3","ENST00000518074.5","ENSP00000429487.1","8","47279972","47735509","0"
"Q14159-1","E7EVI9-1","ENST00000519661.5","ENSP00000428287.1","8","47260959","47440340","0"
"Q14159-1","H0YBC9-1","ENST00000519401.5","ENSP00000429193.1","8","47440401","47735317","0"
"Q14159-1","Q14159-1","ENST00000297423.9","ENSP00000297423.4","8","47260959","47735447","0"
"Q14159-1","E5RJJ2-1","ENST00000523814.5","ENSP00000428222.1","8","47260959","47279965","0"
"Q14159-1","E5RFY2-1","ENST00000517619.5","ENSP00000427878.1","8","47727253","47735372","0"
"Q14159-1","E5RGV8-1","ENST00000517824.5","ENSP00000430965.1","8","47260959","47396410","0"
"Q14159-1","E5RGX8-1","ENST00000524006.5","ENSP00000430091.1","8","47440379","47599041","0"
"Q9H2J7-1","A0A7P0T8I1-1","ENST00000679989.1","ENSP00000505134.1","12","84892120","84867906","1"
"Q92985-1","M9RSF4-1","ENST00000617397.1","ENSP00000479277.1","HSCHR11_1_CTG8","145211","142541","1"
"Q6IB77-1","K7ES21-1","ENST00000586098.1","ENSP00000468512.1","11","58712849","58643133","1"
"Q9NZL9-1","A0A8Q3WLC0-1","ENST00000694952.1","ENSP00000511614.1","5","163505687","163518360","0"
"Q8WV99-1","E9PFU9-1","ENST00000409217.5","ENSP00000386370.1","2","219206988","219208655","0"
"Q8NA82-1","J3KTK3-1","ENST00000583803.1","ENSP00000463029.1","17","62801735","62788507","1"
"Q6TDU7-1","A0A6Q8PG26-1","ENST00000674567.1","ENSP00000502075.1","12","25158531","25108551","1"
"Q6TDU7-1","B4DY27-1","ENST00000557684.6","ENSP00000501814.1","12","25195078","25114870","1"
"Q6TDU7-1","G3V333-1","ENST00000556467.5","ENSP00000451011.1","12","25195078","25158690","1"
"Q6TDU7-1","F8W8F9-1","ENST00000395987.8","ENSP00000379310.3","12","25195078","25108551","1"
"Q6TDU7-1","Q6TDU7-1","ENST00000320267.13","ENSP00000313141.9","12","25195078","25108551","1"
"Q6TDU7-1","Q6TDU7-2","ENST00000395990.6","ENSP00000379313.2","12","25158531","25108551","1"
"Q6TDU7-1","Q6TDU7-3","ENST00000354189.9","ENSP00000346126.5","12","25195062","25108759","1"
"Q6TDU7-1","Q6TDU7-4","ENST00000545133.5","ENSP00000437373.1","12","25195078","25108551","1"
"Q6TDU7-1","G3V3G6-1","ENST00000554347.1","ENSP00000451232.1","12","25158531","25154343","1"
"Q6TDU7-1","H0YJM7-1","ENST00000556006.6","ENSP00000451813.2","12","25158563","25108550","1"
"Q6TDU7-1","G3V2J3-1","ENST00000554533.5","ENSP00000450703.1","12","25195078","25155396","1"
"P41586-1","E9PFU5-1","ENST00000409489.5","ENSP00000386395.1","7","31063265","31106681","0"
"Q9BZQ6-1","A0A8I5KR65-1","ENST00000686047.1","ENSP00000508800.1","1","184737684","184694066","1"
"Q8NEM0-1","A0A8I5KR64-1","ENST00000685179.1","ENSP00000510001.1","8","6406668","6445552","0"
"Q5SZB4-1","A0A087WX76-1","ENST00000619117.1","ENSP00000480795.1","9","129613208","129612350","1"
"P20594-1","A0A8I5KR63-1","ENST00000689788.1","ENSP00000508973.1","9","35792409","35799655","0"
"Q9BQ95-1","A0A8I5KR62-1","ENST00000686541.1","ENSP00000510386.1","19","11507520","11506187","1"
"Q0D2K2-1","Q0D2K2-1","ENST00000409223.2","ENSP00000386389.1","2","238140755","238151062","0"
"Q0D2K0-1","Q0D2K0-2","ENST00000435489.7","ENSP00000406456.3","5","157460321","157472957","0"
"Q0D2K0-1","H0YC31-1","ENST00000519150.1","ENSP00000430810.1","5","157460255","157467069","0"
"Q0D2K0-1","Q0D2K0-1","ENST00000311946.8","ENSP00000311687.8","5","157460321","157472957","0"
"Q8IX18-1","J3KTK0-1","ENST00000584385.5","ENSP00000463025.1","17","59565672","59573880","0"
"Q7Z553-1","G3V5Z1-1","ENST00000557238.5","ENSP00000452593.1","14","47131744","47035211","1"
